playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
gowdyha01,1922,1,BSN,NL,92,221,23,70,11,1,1,27,2,1,24,13,,3,6,,
graharo01,1922,1,CHA,AL,5,3,0,0,0,0,0,0,0,0,0,0,,2,0,,
graneja01,1922,1,CLE,AL,37,58,6,9,0,0,0,2,0,0,9,12,,1,3,,
grantge01,1922,1,CHN,NL,7,23,3,4,1,1,0,3,2,0,1,3,,0,0,,
griffbe01,1922,1,BRO,NL,106,325,45,100,22,8,2,35,5,7,5,11,,2,12,,
griffto01,1922,1,BRO,NL,99,329,44,104,17,8,4,49,7,1,23,10,,0,12,,
grimebu01,1922,1,BRO,NL,36,93,15,22,3,1,0,11,2,0,9,15,,0,4,,
grimera01,1922,1,CHN,NL,138,509,99,180,45,12,14,99,7,7,75,33,,6,6,,
grimmch01,1922,1,PIT,NL,154,593,64,173,28,13,0,76,6,10,43,15,,3,10,,
grohhe01,1922,1,NY1,NL,115,426,63,113,21,3,3,51,5,6,53,21,,5,13,,
guistlo01,1922,1,CLE,AL,35,84,7,21,10,1,0,9,0,0,2,7,,1,3,,
haineje01,1922,1,SLN,NL,30,72,6,12,1,1,0,3,1,0,1,16,,0,1,,
hamando01,1922,1,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hamilea01,1922,1,PIT,NL,33,58,2,9,2,0,0,0,0,0,2,13,,0,3,,
hammoja01,1922,1,CLE,AL,1,4,1,1,0,0,0,0,0,0,0,0,,0,0,,
hammoja01,1922,2,PIT,NL,9,11,3,3,0,0,0,0,0,0,1,0,,0,0,,
haneyfr01,1922,1,DET,AL,81,213,41,75,7,4,0,25,3,8,32,14,,1,12,,
hargrbu01,1922,1,CIN,NL,98,320,49,101,22,10,7,57,7,4,26,18,,2,10,,
harpege02,1922,1,CIN,NL,128,430,67,146,22,8,2,68,11,10,35,22,,6,11,,
harribu01,1922,1,WS1,AL,154,602,95,162,24,8,2,40,25,11,52,38,,14,17,,
harrijo03,1922,1,BOS,AL,119,408,53,129,30,9,6,54,2,6,30,15,,1,9,,
harrisl01,1922,1,PHA,AL,47,74,4,13,0,0,0,3,0,0,1,19,,0,4,,
hartnga01,1922,1,CHN,NL,31,72,4,14,1,1,0,4,1,0,6,8,,0,4,,
hastybo01,1922,1,PHA,AL,28,75,3,15,1,0,1,9,0,0,1,19,,0,0,,
hausejo01,1922,1,PHA,AL,111,368,61,119,21,5,9,43,1,5,30,37,,2,8,,
heathcl01,1922,1,SLN,NL,34,98,11,24,5,2,0,14,0,2,9,4,,1,4,,
heathcl01,1922,2,CHN,NL,76,243,37,68,8,7,1,34,5,2,18,15,,0,8,,
heilmha01,1922,1,DET,AL,118,455,92,162,27,10,21,92,8,4,58,28,,3,11,,
heimafr01,1922,1,PHA,AL,37,60,6,15,3,1,0,7,1,0,5,12,,0,3,,
henlibu01,1922,1,PHI,NL,125,430,57,136,20,4,14,64,2,2,36,33,,8,7,,
henrydu01,1922,1,SLA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
henrysn01,1922,1,BSN,NL,18,66,5,13,4,1,0,5,2,2,2,8,,0,3,,
higbema01,1922,1,NY1,NL,3,10,2,4,0,0,1,5,0,0,0,2,,0,1,,
highan01,1922,1,BRO,NL,153,579,82,164,27,10,6,65,3,12,59,26,,4,17,,
hillca01,1922,1,NY1,NL,8,11,0,2,0,0,0,0,0,0,0,4,,0,0,,
hodgesh01,1922,1,CHA,AL,35,58,4,12,1,0,0,4,0,0,1,10,,0,3,,
hofmafr01,1922,1,NYA,AL,37,91,13,27,5,3,2,10,0,0,9,12,,0,1,,
